ticket_id,customer_id,created_date,category,priority,resolved,orphan_flag
TKT002599,CUST01700,2024-01-31,Billing,Medium,Yes,False
TKT003551,CUST02299,2025-01-26,Technical,Medium,Yes,False
TKT003824,CUST02467,2025-02-10,Account,Low,Yes,False
TKT002969,CUST01937,2024-05-21,Feature Request,Low,Yes,False
TKT000741,CUST00493,2025-02-28,Technical,Critical,Yes,False
TKT002965,CUST01935,2023-12-26,Technical,Critical,Yes,False
TKT000607,CUST00394,2024-06-11,Account,Medium,Yes,False
TKT000285,CUST00195,2024-06-22,Billing,Low,Yes,False
TKT001195,CUST00787,2025-03-29,Account,High,Yes,False
TKT003464,CUST02254,2024-11-27,Other,Low,Yes,False
TKT002681,CUST01755,2024-12-26,Account,High,Yes,False
TKT000697,CUST00452,2025-02-01,Feature Request,Critical,Yes,False
TKT002625,CUST01710,2025-01-20,Technical,Low,Yes,False
TKT002062,CUST01363,2023-11-08,Technical,High,Yes,False
TKT004576,CUST02988,2025-02-08,Billing,Low,No,False
TKT001340,CUST00892,2023-08-01,Technical,Low,Yes,False
TKT001895,CUST01247,2024-12-03,Technical,Low,Yes,False
TKT002906,CUST01894,2025-03-26,Account,Low,Yes,False
TKT001639,CUST01086,2024-04-23,Billing,Medium,Yes,False
TKT002868,CUST01866,2024-07-27,Billing,Medium,Yes,False
TKT004421,CUST02890,2024-04-10,Technical,Medium,Yes,False
TKT003963,CUST02554,2025-04-08,Billing,Low,Yes,False
TKT002066,CUST01365,2025-05-13,Other,Low,Yes,False
TKT001387,CUST00928,2025-04-14,Billing,Critical,Yes,False
TKT003863,CUST02489,2023-09-22,Technical,Low,Yes,False
TKT002951,CUST01921,2024-06-30,Billing,Low,Yes,False
TKT000798,CUST00524,2024-09-05,Other,Medium,Yes,False
TKT002939,CUST01914,2024-01-30,Billing,Medium,Yes,False
TKT003686,CUST02393,2024-02-23,Billing,High,No,False
TKT003292,CUST02155,2024-11-29,Account,Medium,Yes,False
TKT004251,CUST02785,2025-05-31,Billing,Critical,Yes,False
TKT001512,CUST01010,2024-05-03,Other,Medium,Yes,False
TKT003057,CUST01992,2025-04-27,Billing,Medium,Yes,False
TKT000828,CUST00546,2024-09-20,Billing,Critical,Yes,False
TKT000309,CUST00205,2024-05-21,Technical,High,Yes,False
TKT001032,CUST00671,2024-01-30,Technical,Medium,Yes,False
TKT004234,CUST02769,2023-12-04,Feature Request,Medium,Yes,False
TKT001099,CUST00715,2024-09-16,Other,Medium,Yes,False
TKT004078,CUST02636,2024-11-20,Technical,Critical,Yes,False
TKT004530,CUST02964,2024-12-14,Account,Medium,No,False
TKT004177,CUST02722,2024-11-24,Billing,Low,Yes,False
TKT000841,CUST00552,2025-01-27,Account,Medium,Yes,False
TKT002576,CUST01689,2024-11-15,Billing,High,Yes,False
TKT001544,CUST01027,2024-09-10,Feature Request,Low,Yes,False
TKT000720,CUST00478,2024-06-03,Account,Medium,Yes,False
TKT000084,CUST00058,2024-08-09,Billing,Medium,Yes,False
TKT001962,CUST01304,2025-05-29,Account,Critical,Yes,False
TKT004049,CUST02616,2024-10-24,Account,Medium,Yes,False
TKT001441,CUST00959,2025-02-11,Account,Low,No,False
TKT001128,CUST00739,2023-07-11,Feature Request,Low,No,False
TKT000115,CUST00084,2024-04-26,Technical,Low,No,False
TKT000521,CUST00356,2024-12-24,Other,Critical,No,False
TKT003197,CUST02091,2024-03-01,Feature Request,Medium,Yes,False
TKT004348,CUST02842,2024-09-29,Account,Medium,Yes,False
TKT002960,CUST01930,2025-03-09,Account,Low,No,False
TKT001445,CUST00961,2025-04-26,Feature Request,High,Yes,False
TKT002522,CUST01659,2023-10-09,Feature Request,Low,No,False
TKT003998,CUST02586,2024-08-20,Billing,Medium,Yes,False
TKT002459,CUST01618,2025-05-16,Billing,High,Yes,False
TKT000563,CUST00375,2025-05-25,Other,Low,Yes,False
TKT004415,CUST02886,2025-05-29,Feature Request,Medium,Yes,False
TKT003045,CUST01989,2024-05-21,Account,Medium,No,False
TKT003079,CUST02010,2024-12-14,Technical,Medium,No,False
TKT000240,CUST00164,2025-05-11,Feature Request,Medium,Yes,False
TKT001708,CUST01129,2025-01-20,Account,Medium,Yes,False
TKT002188,CUST01436,2025-04-05,Billing,Critical,Yes,False
TKT002896,CUST01880,2025-03-11,Feature Request,Low,Yes,False
TKT001239,CUST00822,2025-03-25,Technical,Low,Yes,False
TKT000622,CUST00399,2024-12-03,Other,High,No,False
TKT000023,CUST00022,2024-11-01,Other,Low,Yes,False
TKT004544,CUST02973,2024-05-20,Technical,Medium,Yes,False
TKT003589,CUST02323,2024-09-08,Other,Medium,Yes,False
TKT003796,CUST02458,2025-01-24,Account,Medium,Yes,False
TKT001069,CUST00698,2024-12-24,Other,Low,Yes,False
TKT004354,CUST02846,2025-05-08,Other,Medium,No,False
TKT000073,CUST00051,2023-07-22,Technical,Medium,Yes,False
TKT004122,CUST02677,2025-01-27,Technical,Medium,Yes,False
TKT002560,CUST01678,2024-03-05,Feature Request,Medium,Yes,False
TKT002047,CUST01353,2024-12-10,Feature Request,Medium,Yes,False
TKT003896,CUST02507,2024-10-30,Account,Low,No,False
TKT004262,CUST02794,2025-05-09,Account,Low,No,False
TKT001723,CUST01141,2025-02-25,Other,Low,Yes,False
TKT003820,CUST02466,2025-05-15,Account,Medium,No,False
TKT003048,CUST01989,2024-09-02,Feature Request,Medium,Yes,False
TKT004581,CUST02989,2025-03-18,Technical,Low,Yes,False
TKT000610,CUST00395,2025-03-10,Feature Request,Medium,Yes,False
TKT000006,CUST00007,2025-01-30,Technical,Medium,Yes,False
TKT002895,CUST01879,2023-01-16,Technical,Low,Yes,False
TKT001703,CUST01126,2023-10-27,Feature Request,Medium,Yes,False
TKT000423,CUST00286,2025-05-10,Billing,Medium,No,False
TKT002501,CUST01641,2025-03-25,Feature Request,Low,Yes,False
TKT003152,CUST02063,2025-04-24,Billing,Low,Yes,False
TKT001961,CUST01301,2024-06-18,Technical,Low,Yes,False
TKT004596,CUST02999,2025-02-22,Account,Medium,Yes,False
TKT003953,CUST02549,2025-05-19,Technical,Medium,Yes,False
TKT003585,CUST02319,2024-03-13,Feature Request,Low,Yes,False
TKT004185,CUST02724,2023-11-05,Billing,Low,Yes,False
TKT001774,CUST01170,2024-03-12,Account,Medium,No,False
TKT003227,CUST02114,2024-12-14,Account,Low,Yes,False
TKT000732,CUST00484,2025-05-30,Billing,Medium,Yes,False
TKT004594,CUST02997,2024-04-19,Billing,High,Yes,False
TKT004197,CUST02735,2024-12-09,Account,Medium,Yes,False
TKT004038,CUST02609,2025-03-17,Billing,Medium,Yes,False
TKT001282,CUST00862,2024-12-08,Other,Low,No,False
TKT002985,CUST01947,2024-06-21,Feature Request,Low,No,False
TKT000553,CUST00373,2024-11-28,Billing,Low,Yes,False
TKT001111,CUST00729,2024-09-13,Billing,Medium,Yes,False
TKT000306,CUST00204,2024-04-24,Feature Request,Low,Yes,False
TKT000803,CUST00528,2024-02-13,Account,Medium,Yes,False
TKT003357,CUST02194,2024-08-10,Feature Request,Low,Yes,False
TKT004452,CUST02906,2023-04-20,Other,Low,Yes,False
TKT002992,CUST01954,2024-06-15,Billing,Medium,Yes,False
TKT001805,CUST01192,2024-02-27,Account,Low,Yes,False
TKT004328,CUST02830,2024-07-31,Billing,Low,Yes,False
TKT003784,CUST02454,2024-06-10,Other,Critical,Yes,False
TKT003574,CUST02309,2025-02-06,Feature Request,Low,No,False
TKT002521,CUST01659,2024-02-27,Account,Critical,Yes,False
TKT000134,CUST00099,2023-06-25,Technical,High,Yes,False
TKT004347,CUST02841,2024-02-21,Billing,Low,No,False
TKT000856,CUST00560,2024-10-20,Account,Medium,Yes,False
TKT003075,CUST02005,2024-12-03,Account,Low,Yes,False
TKT002851,CUST01858,2025-02-24,Feature Request,Low,Yes,False
TKT001955,CUST01297,2025-04-30,Feature Request,Low,Yes,False
TKT000510,CUST00347,2025-04-22,Billing,Medium,Yes,False
TKT000742,CUST00493,2023-07-22,Other,High,Yes,False
TKT000146,CUST00102,2025-05-18,Other,Medium,No,False
TKT000137,CUST00099,2023-09-04,Other,Low,Yes,False
TKT002640,CUST01721,2024-12-13,Billing,Medium,Yes,False
TKT001320,CUST00882,2024-02-08,Billing,Medium,Yes,False
TKT000761,CUST00502,2024-07-28,Account,Low,No,False
TKT002894,CUST01879,2023-03-02,Account,Medium,Yes,False
TKT000877,CUST00569,2024-12-10,Feature Request,High,Yes,False
TKT001840,CUST01209,2025-03-11,Other,Medium,Yes,False
TKT000001,CUST00003,2025-05-26,Account,Medium,Yes,False
TKT001251,CUST00828,2025-02-04,Account,Low,Yes,False
TKT001438,CUST00955,2025-04-12,Technical,Critical,No,False
TKT000667,CUST00426,2023-06-27,Feature Request,Low,Yes,False
TKT001605,CUST01069,2024-12-05,Feature Request,Medium,Yes,False
TKT001833,CUST01204,2025-02-02,Technical,Low,Yes,False
TKT003384,CUST02210,2025-03-06,Account,Medium,Yes,False
TKT003391,CUST02215,2024-10-20,Other,High,Yes,False
TKT002277,CUST01487,2025-02-15,Other,High,Yes,False
TKT001744,CUST01154,2025-02-01,Technical,Low,No,False
TKT000552,CUST00373,2024-03-29,Technical,Medium,No,False
TKT003013,CUST01972,2024-06-04,Feature Request,High,No,False
TKT002370,CUST01552,2024-12-12,Account,Critical,Yes,False
TKT004267,CUST02795,2025-05-15,Feature Request,Low,No,False
TKT004204,CUST02741,2023-08-28,Billing,Low,No,False
TKT003371,CUST02202,2025-02-26,Technical,Medium,Yes,False
TKT001633,CUST01085,2025-04-15,Other,Medium,No,False
TKT002498,CUST01640,2025-05-14,Account,Low,Yes,False
TKT002196,CUST01440,2024-09-04,Other,Medium,Yes,False
TKT004371,CUST02858,2025-03-25,Feature Request,Low,Yes,False
TKT001067,CUST00697,2024-06-20,Account,Medium,Yes,False
TKT004357,CUST02850,2024-06-05,Billing,High,Yes,False
TKT002789,CUST01823,2025-04-18,Technical,Low,Yes,False
TKT000988,CUST00634,2024-06-01,Billing,Low,Yes,False
TKT000759,CUST00502,2024-04-06,Other,Low,Yes,False
TKT004039,CUST02610,2025-03-18,Other,Low,Yes,False
TKT003358,CUST02194,2024-12-17,Billing,Low,No,False
TKT004008,CUST02592,2024-03-19,Other,Low,Yes,False
TKT003199,CUST02093,2023-09-21,Technical,Low,Yes,False
TKT003973,CUST02567,2024-09-09,Account,Medium,Yes,False
TKT001865,CUST01221,2024-03-18,Account,Low,No,False
TKT004607,CUST93965,2025-05-05,Technical,Medium,Yes,True
TKT004563,CUST02982,2024-08-23,Technical,High,Yes,False
TKT001998,CUST01324,2024-12-11,Other,Medium,Yes,False
TKT003981,CUST02575,2024-04-22,Other,Low,No,False
TKT001025,CUST00654,2023-12-28,Other,Medium,Yes,False
TKT000747,CUST00496,2023-11-07,Feature Request,Low,Yes,False
TKT000412,CUST00282,2025-02-13,Account,Low,No,False
TKT003142,CUST02060,2023-05-30,Technical,Low,Yes,False
TKT001726,CUST01143,2025-05-28,Other,Medium,Yes,False
TKT003940,CUST02535,2024-10-31,Billing,Low,Yes,False
TKT001273,CUST00853,2025-02-01,Account,Medium,Yes,False
TKT004059,CUST02623,2024-08-23,Other,Medium,Yes,False
TKT001790,CUST01185,2025-03-20,Other,High,Yes,False
TKT001719,CUST01138,2025-04-06,Account,Low,Yes,False
TKT001461,CUST00979,2024-10-08,Other,Low,Yes,False
TKT000615,CUST00397,2024-11-20,Account,Medium,No,False
TKT002173,CUST01431,2024-05-07,Other,Medium,Yes,False
TKT000543,CUST00364,2023-10-24,Technical,High,Yes,False
TKT004289,CUST02806,2024-08-06,Account,Medium,Yes,False
TKT000369,CUST00239,2024-08-30,Technical,High,Yes,False
TKT001225,CUST00810,2024-02-25,Account,Medium,Yes,False
TKT001057,CUST00692,2025-05-19,Account,Low,Yes,False
TKT003118,CUST02046,2024-07-19,Technical,Medium,Yes,False
TKT001010,CUST00649,2024-09-29,Other,Low,Yes,False
TKT001707,CUST01126,2024-01-12,Technical,Low,No,False
TKT002634,CUST01717,2023-08-28,Feature Request,Low,No,False
TKT004424,CUST02893,2025-03-18,Billing,Low,Yes,False
TKT003566,CUST02306,2025-04-21,Billing,Medium,Yes,False
TKT003263,CUST02135,2025-03-26,Account,High,No,False
TKT003440,CUST02238,2024-09-12,Account,Low,Yes,False
TKT004551,CUST02976,2025-04-17,Feature Request,Medium,Yes,False
TKT003403,CUST02223,2024-06-06,Account,Medium,Yes,False
TKT003330,CUST02181,2023-10-02,Other,Low,No,False
TKT001164,CUST00770,2025-02-06,Feature Request,High,Yes,False
TKT003400,CUST02221,2024-11-24,Account,Low,Yes,False
TKT004353,CUST02845,2025-04-28,Technical,Medium,Yes,False
TKT001460,CUST00978,2025-05-18,Account,Low,Yes,False
TKT004174,CUST02716,2024-11-07,Billing,Low,Yes,False
TKT004007,CUST02590,2024-11-28,Feature Request,High,Yes,False
TKT002252,CUST01475,2025-02-04,Feature Request,High,Yes,False
TKT003700,CUST02404,2025-03-29,Feature Request,Medium,Yes,False
TKT002101,CUST01392,2024-11-15,Technical,Low,Yes,False
TKT004263,CUST02794,2024-03-21,Technical,Low,Yes,False
TKT001159,CUST00762,2025-03-14,Feature Request,High,Yes,False
TKT003540,CUST02288,2024-09-16,Account,Low,Yes,False
TKT003513,CUST02276,2024-12-10,Feature Request,High,Yes,False
TKT004385,CUST02866,2023-10-26,Other,Low,Yes,False
TKT002486,CUST01638,2024-05-24,Feature Request,High,No,False
TKT000780,CUST00511,2025-02-13,Billing,Low,No,False
TKT001522,CUST01015,2024-12-29,Other,Medium,Yes,False
TKT001807,CUST01192,2024-02-23,Other,High,Yes,False
TKT001275,CUST00854,2025-01-30,Account,Critical,Yes,False
TKT002921,CUST01902,2025-03-25,Billing,Low,Yes,False
TKT002308,CUST01508,2024-05-10,Technical,High,Yes,False
TKT000830,CUST00548,2024-01-25,Billing,Medium,Yes,False
TKT002237,CUST01462,2023-12-27,Other,Medium,Yes,False
TKT001223,CUST00810,2024-03-10,Feature Request,Low,No,False
TKT000834,CUST00551,2023-12-23,Account,High,Yes,False
TKT001187,CUST00783,2024-05-24,Billing,Low,Yes,False
TKT003900,CUST02508,2024-11-12,Account,Low,Yes,False
TKT002714,CUST01779,2025-02-09,Feature Request,Medium,Yes,False
TKT001049,CUST00685,2024-07-22,Other,Low,Yes,False
TKT000209,CUST00148,2024-07-10,Account,Low,Yes,False
TKT000959,CUST00620,2024-11-14,Technical,Medium,Yes,False
TKT000970,CUST00623,2024-12-03,Other,Medium,Yes,False
TKT002635,CUST01718,2023-12-29,Billing,Medium,Yes,False
TKT000589,CUST00386,2024-07-10,Feature Request,Medium,Yes,False
TKT002567,CUST01684,2024-12-23,Feature Request,High,Yes,False
TKT002984,CUST01946,2024-09-14,Billing,Low,Yes,False
TKT000388,CUST00257,2024-03-01,Billing,Low,Yes,False
TKT001433,CUST00953,2024-09-09,Other,Low,Yes,False
TKT000173,CUST00117,2024-09-16,Account,Low,Yes,False
TKT004589,CUST02993,2024-04-20,Technical,Low,Yes,False
TKT004435,CUST02897,2025-05-17,Other,High,No,False
TKT003223,CUST02112,2025-05-12,Feature Request,Low,Yes,False
TKT003910,CUST02512,2024-12-15,Other,Low,Yes,False
TKT002136,CUST01412,2025-01-11,Feature Request,Critical,Yes,False
TKT004394,CUST02870,2024-11-15,Feature Request,Low,Yes,False
TKT000389,CUST00258,2025-01-25,Feature Request,High,Yes,False
TKT002631,CUST01715,2024-02-07,Other,Low,Yes,False
TKT001992,CUST01321,2024-08-14,Account,Medium,Yes,False
TKT000124,CUST00093,2025-01-30,Billing,Low,Yes,False
TKT000784,CUST00514,2025-03-14,Feature Request,Low,Yes,False
TKT002103,CUST01393,2023-04-11,Feature Request,Low,Yes,False
TKT001970,CUST01309,2024-01-12,Account,Low,No,False
TKT002100,CUST01390,2025-04-30,Feature Request,Low,Yes,False
TKT003899,CUST02507,2025-04-26,Feature Request,High,Yes,False
TKT000372,CUST00240,2024-11-12,Other,Low,No,False
TKT001028,CUST00666,2025-05-11,Feature Request,High,Yes,False
TKT001240,CUST00823,2025-04-22,Feature Request,Medium,Yes,False
TKT003241,CUST02122,2025-04-27,Feature Request,Medium,Yes,False
TKT001593,CUST01057,2024-01-24,Technical,High,Yes,False
TKT004572,CUST02985,2025-02-02,Feature Request,Low,Yes,False
TKT004307,CUST02820,2024-11-01,Billing,Medium,Yes,False
TKT001136,CUST00747,2025-02-19,Technical,Medium,Yes,False
TKT001922,CUST01269,2024-05-26,Account,High,Yes,False
TKT002849,CUST01857,2024-12-06,Technical,Medium,Yes,False
TKT000906,CUST00590,2025-02-23,Other,Medium,Yes,False
TKT003965,CUST02554,2025-03-29,Feature Request,Low,Yes,False
TKT001729,CUST01148,2025-02-28,Other,Low,Yes,False
TKT003799,CUST02459,2025-05-24,Other,High,Yes,False
TKT001668,CUST01109,2024-11-12,Account,Low,Yes,False
TKT001218,CUST00807,2024-09-29,Billing,Medium,Yes,False
TKT000312,CUST00207,2024-12-02,Account,Medium,Yes,False
TKT001826,CUST01202,2023-08-22,Feature Request,High,Yes,False
TKT000386,CUST00257,2024-04-24,Billing,Critical,Yes,False
TKT001480,CUST00997,2024-11-19,Account,Low,Yes,False
TKT003866,CUST02491,2024-10-20,Technical,Low,Yes,False
TKT001310,CUST00876,2024-05-17,Billing,Low,Yes,False
TKT002116,CUST01401,2024-09-18,Feature Request,Medium,Yes,False
TKT000122,CUST00091,2023-09-10,Feature Request,Low,Yes,False
TKT000331,CUST00222,2024-12-08,Account,Medium,No,False
TKT001674,CUST01110,2024-10-23,Technical,High,Yes,False
TKT004556,CUST02981,2024-06-20,Account,Medium,Yes,False
TKT002200,CUST01442,2024-07-23,Other,Medium,Yes,False
TKT002068,CUST01365,2025-02-02,Billing,Low,Yes,False
TKT004423,CUST02893,2025-01-13,Technical,Medium,Yes,False
TKT003303,CUST02166,2024-05-15,Billing,Low,Yes,False
TKT001625,CUST01082,2024-06-22,Account,Medium,Yes,False
TKT003860,CUST02489,2023-11-17,Feature Request,Low,Yes,False
TKT000724,CUST00483,2024-08-08,Feature Request,Medium,Yes,False
TKT003751,CUST02432,2024-10-19,Other,Critical,Yes,False
TKT003911,CUST02513,2024-07-09,Feature Request,High,No,False
TKT003024,CUST01975,2025-03-20,Feature Request,High,Yes,False
TKT001810,CUST01196,2024-01-14,Technical,Low,Yes,False
TKT003252,CUST02127,2023-08-01,Billing,Medium,No,False
TKT000936,CUST00608,2024-10-25,Other,Low,Yes,False
TKT003221,CUST02112,2024-11-24,Technical,Medium,Yes,False
TKT003273,CUST02140,2025-05-12,Other,High,Yes,False
TKT003282,CUST02146,2024-12-20,Technical,Low,Yes,False
TKT003456,CUST02246,2025-02-20,Account,Medium,Yes,False
TKT000100,CUST00070,2025-03-08,Technical,High,Yes,False
TKT003306,CUST02168,2025-01-10,Technical,Low,No,False
TKT002364,CUST01546,2024-05-04,Other,High,Yes,False
TKT003602,CUST02335,2025-05-20,Billing,Low,No,False
TKT000802,CUST00526,2024-09-12,Account,High,Yes,False
TKT003486,CUST02264,2024-08-27,Technical,Low,Yes,False
TKT000593,CUST00388,2024-03-14,Account,Low,Yes,False
TKT001823,CUST01201,2025-05-13,Billing,Medium,Yes,False
TKT003798,CUST02458,2025-03-17,Account,High,Yes,False
TKT004047,CUST02614,2025-02-22,Technical,Low,Yes,False
TKT004457,CUST02913,2024-08-01,Technical,Medium,Yes,False
TKT003738,CUST02428,2024-12-27,Account,Medium,Yes,False
TKT004216,CUST02746,2024-04-02,Feature Request,Low,Yes,False
TKT003335,CUST02185,2024-12-28,Feature Request,Low,Yes,False
TKT001416,CUST00944,2025-01-31,Technical,Critical,Yes,False
TKT003186,CUST02086,2024-12-25,Other,Low,Yes,False
TKT004127,CUST02678,2024-10-18,Technical,Low,Yes,False
TKT002572,CUST01687,2025-04-21,Account,Medium,Yes,False
TKT001317,CUST00881,2024-11-22,Technical,Low,Yes,False
TKT000354,CUST00232,2025-04-17,Account,Low,No,False
TKT001740,CUST01152,2024-11-12,Technical,Medium,No,False
TKT002910,CUST01895,2025-04-16,Billing,Medium,Yes,False
TKT004259,CUST02794,2023-12-10,Feature Request,Medium,Yes,False
TKT002902,CUST01882,2025-05-21,Account,Low,No,False
TKT002485,CUST01638,2024-06-12,Billing,Low,No,False
TKT002107,CUST01394,2024-07-23,Technical,Low,Yes,False
TKT000532,CUST00360,2024-05-26,Technical,Medium,Yes,False
TKT004322,CUST02828,2024-11-14,Billing,High,No,False
TKT000631,CUST00403,2023-09-25,Other,Low,Yes,False
TKT004527,CUST02958,2023-11-28,Other,Low,Yes,False
TKT000232,CUST00160,2023-11-21,Other,Medium,Yes,False
TKT002085,CUST01381,2025-03-20,Technical,Medium,Yes,False
TKT004542,CUST02972,2025-03-31,Technical,Low,Yes,False
TKT002155,CUST01425,2025-01-21,Technical,Medium,Yes,False
TKT003124,CUST02050,2025-05-19,Feature Request,High,Yes,False
TKT004545,CUST02973,2024-10-22,Account,Medium,Yes,False
TKT003091,CUST02021,2025-03-19,Billing,Medium,Yes,False
TKT002158,CUST01426,2025-04-28,Feature Request,Low,Yes,False
TKT003590,CUST02324,2025-02-09,Billing,Low,Yes,False
TKT004467,CUST02922,2023-10-30,Feature Request,Low,Yes,False
TKT000025,CUST00024,2024-02-03,Billing,Critical,Yes,False
TKT002449,CUST01608,2024-11-17,Billing,Low,Yes,False
TKT003105,CUST02034,2024-12-01,Feature Request,Low,Yes,False
TKT004218,CUST02747,2024-10-14,Billing,Medium,Yes,False
TKT000040,CUST00037,2025-05-20,Other,Medium,Yes,False
TKT004278,CUST02799,2024-12-30,Billing,Low,Yes,False
TKT000662,CUST00425,2024-06-14,Billing,Medium,Yes,False
TKT002299,CUST01503,2024-01-26,Feature Request,Low,Yes,False
TKT003936,CUST02532,2025-02-09,Billing,Low,Yes,False
TKT001885,CUST01243,2025-05-06,Account,High,Yes,False
TKT003429,CUST02232,2025-01-21,Billing,High,Yes,False
TKT004294,CUST02809,2023-03-27,Other,Low,Yes,False
TKT004456,CUST02913,2024-08-22,Billing,Low,Yes,False
TKT003924,CUST02518,2023-06-03,Billing,Medium,Yes,False
TKT004203,CUST02739,2024-11-25,Billing,Low,Yes,False
TKT002761,CUST01808,2024-09-15,Billing,Medium,Yes,False
TKT000452,CUST00303,2024-04-09,Feature Request,High,Yes,False
TKT001192,CUST00787,2024-11-28,Other,Medium,Yes,False
TKT001921,CUST01269,2024-09-19,Billing,Low,Yes,False
TKT002711,CUST01777,2024-12-21,Technical,Medium,No,False
TKT003154,CUST02063,2024-07-17,Account,High,Yes,False
TKT000360,CUST00233,2025-03-09,Billing,High,Yes,False
TKT001527,CUST01018,2025-01-30,Technical,Low,Yes,False
TKT003501,CUST02270,2024-12-23,Billing,Low,Yes,False
TKT003754,CUST02435,2025-02-11,Feature Request,Low,Yes,False
TKT001722,CUST01139,2023-05-12,Account,Medium,Yes,False
TKT002423,CUST01588,2024-01-02,Account,High,Yes,False
TKT000763,CUST00502,2023-09-01,Feature Request,High,Yes,False
TKT000560,CUST00375,2024-11-10,Billing,High,Yes,False
TKT001283,CUST00862,2024-08-16,Billing,Critical,Yes,False
TKT004016,CUST02599,2024-06-06,Technical,High,Yes,False
TKT004313,CUST02824,2025-02-25,Billing,Critical,Yes,False
TKT004442,CUST02899,2024-12-11,Feature Request,Medium,Yes,False
TKT002212,CUST01449,2025-01-03,Other,Low,No,False
TKT002491,CUST01639,2024-02-25,Feature Request,Low,No,False
TKT000990,CUST00634,2025-05-09,Technical,Medium,No,False
TKT001599,CUST01066,2025-01-28,Other,Medium,Yes,False
TKT002462,CUST01620,2024-10-04,Other,Low,No,False
TKT004202,CUST02739,2024-04-13,Account,Low,Yes,False
TKT001175,CUST00779,2023-08-30,Billing,Medium,No,False
TKT002417,CUST01586,2025-02-11,Other,High,Yes,False
TKT000712,CUST00468,2024-06-23,Other,Low,Yes,False
TKT003693,CUST02397,2025-02-13,Billing,Medium,Yes,False
TKT001831,CUST01203,2024-09-16,Technical,Medium,No,False
TKT002505,CUST01643,2024-10-09,Account,Low,No,False
TKT002922,CUST01902,2024-08-25,Billing,Low,Yes,False
TKT002606,CUST01702,2024-08-12,Account,Medium,Yes,False
TKT001768,CUST01167,2025-04-08,Account,Low,Yes,False
TKT001713,CUST01134,2025-02-10,Billing,Critical,Yes,False
TKT003890,CUST02504,2024-07-14,Billing,Low,Yes,False
TKT001689,CUST01117,2023-04-04,Billing,Medium,Yes,False
TKT003736,CUST02427,2025-01-05,Feature Request,Medium,No,False
TKT003015,CUST01972,2024-01-30,Feature Request,High,Yes,False
TKT004377,CUST02860,2025-01-25,Billing,High,Yes,False
TKT002852,CUST01858,2025-03-01,Technical,High,Yes,False
TKT000012,CUST00012,2025-04-13,Account,Low,Yes,False
TKT004123,CUST02678,2025-03-02,Other,Medium,No,False
TKT002826,CUST01846,2024-07-03,Feature Request,High,Yes,False
TKT001670,CUST01109,2023-11-21,Account,Low,Yes,False
TKT002563,CUST01680,2025-03-10,Billing,High,Yes,False
TKT003020,CUST01974,2025-01-26,Technical,Medium,Yes,False
TKT003592,CUST02326,2024-02-08,Billing,High,Yes,False
TKT001954,CUST01295,2025-02-19,Billing,Medium,No,False
TKT000942,CUST00613,2024-05-18,Billing,Critical,Yes,False
TKT001097,CUST00714,2024-07-20,Billing,Medium,Yes,False
TKT001644,CUST01090,2024-12-14,Billing,Medium,Yes,False
TKT004392,CUST02869,2025-05-06,Other,Low,Yes,False
TKT001205,CUST00794,2024-12-24,Technical,Low,Yes,False
TKT004536,CUST02967,2024-07-13,Feature Request,Low,Yes,False
TKT003475,CUST02259,2024-12-23,Billing,High,Yes,False
TKT004120,CUST02675,2025-05-06,Account,Low,Yes,False
TKT001928,CUST01273,2025-02-18,Account,Medium,Yes,False
TKT001330,CUST00886,2024-11-07,Technical,Low,Yes,False
TKT003753,CUST02434,2025-02-24,Feature Request,Medium,No,False
TKT001575,CUST01043,2024-08-28,Billing,Low,No,False
TKT001528,CUST01018,2024-06-26,Feature Request,Low,No,False
TKT000245,CUST00164,2025-02-15,Technical,Low,Yes,False
TKT004473,CUST02923,2025-05-12,Billing,Low,Yes,False
TKT002239,CUST01464,2025-03-13,Technical,Medium,Yes,False
TKT000127,CUST00094,2025-05-11,Account,Medium,Yes,False
TKT000752,CUST00498,2025-02-04,Feature Request,Low,Yes,False
TKT001988,CUST01318,2024-04-29,Other,Low,No,False
TKT002509,CUST01646,2025-02-08,Other,Critical,Yes,False
TKT000567,CUST00377,2025-04-17,Other,Medium,Yes,False
TKT001778,CUST01171,2025-03-07,Account,Low,Yes,False
TKT000908,CUST00590,2025-05-12,Other,Medium,Yes,False
TKT001022,CUST00653,2024-10-28,Billing,Medium,Yes,False
TKT003034,CUST01982,2023-11-03,Billing,Low,Yes,False
TKT002536,CUST01668,2023-10-18,Billing,Medium,Yes,False
TKT003506,CUST02273,2023-12-05,Other,Low,Yes,False
TKT004135,CUST02689,2024-10-24,Technical,Low,Yes,False
TKT001777,CUST01171,2025-03-22,Billing,Low,Yes,False
TKT002146,CUST01419,2023-08-26,Technical,Low,Yes,False
TKT000039,CUST00037,2025-05-30,Account,Low,Yes,False
TKT000528,CUST00359,2024-06-09,Billing,Low,No,False
TKT000332,CUST00223,2023-12-14,Technical,Medium,Yes,False
TKT003588,CUST02323,2025-01-11,Billing,Low,No,False
TKT000056,CUST00043,2025-03-17,Other,Low,Yes,False
TKT004142,CUST02698,2024-12-21,Other,Low,Yes,False
TKT000477,CUST00320,2025-04-20,Account,Low,Yes,False
TKT004337,CUST02834,2025-02-26,Technical,Medium,Yes,False
TKT003786,CUST02454,2023-06-21,Feature Request,Low,Yes,False
